site_specific	day	subject_id	new_taxa	abu_new
Ac	Day 56	subject 8	Eukaryotic virus	0.000147652811812854
Ac	Day 56	subject 8	Firmicutes	0.0627850819935136
Ac	Day 56	subject 8	Fungi	0.0141040875646055
Ac	Day 56	subject 8	Gammaproteobacteria	0.0753534623503025
Ac	Day 56	subject 8	Malassezia globosa	0.00555752600734214
Ac	Day 56	subject 8	Malassezia restricta	0.0274689280287898
Ac	Day 56	subject 8	Micrococcus luteus	0.0663523424695887
Ac	Day 56	subject 8	Proteobacteria	0.00453752229537798
Ac	Day 56	subject 8	Staphylococcus aureus	0.000704447436385428
Ac	Day 56	subject 8	Staphylococcus epidermidis	0.0473432717503799
Ac	Day 56	subject 8	Staphylococcus hominis	0.0073275902746539
Ac	Day 56	subject 9	Actinobacteria	0.17997106444789
Ac	Day 56	subject 9	Alphaproteobacteria	0.0074909648450334
Ac	Day 56	subject 9	Bacteria	0.00992570134129542
Ac	Day 56	subject 9	Corynebacterium tuberculostearicum	0.0438056591484186
Ac	Day 56	subject 9	Cutibacterium acnes	0.312020935044873
Ac	Day 56	subject 9	Eukaryotic virus	0.00128307846606989
Ac	Day 56	subject 9	Firmicutes	0.0747413380675432
Ac	Day 56	subject 9	Fungi	0.0286657943731303
Ac	Day 56	subject 9	Gammaproteobacteria	0.0844226435105395
Ac	Day 56	subject 9	Malassezia globosa	0.0210284225512857
Ac	Day 56	subject 9	Malassezia restricta	0.0629134988385431
Ac	Day 56	subject 9	Micrococcus luteus	0.110538420303305
Ac	Day 56	subject 9	Proteobacteria	0.0147490619001781
Ac	Day 56	subject 9	Staphylococcus aureus	0.00402330983520569
Ac	Day 56	subject 9	Staphylococcus epidermidis	0.0430667073993164
Ac	Day 56	subject 9	Staphylococcus hominis	0.00135339992737292
Ac	Day 56	subject 10	Actinobacteria	0.0584074201912424
Ac	Day 56	subject 10	Alphaproteobacteria	0.00129070408306918
Ac	Day 56	subject 10	Bacteria	0.00259338377103282
Ac	Day 56	subject 10	Corynebacterium tuberculostearicum	0.000930105313469442
Ac	Day 56	subject 10	Cutibacterium acnes	0.896195190650299
Ac	Day 56	subject 10	Eukaryotic virus	4.79024195778253e-06
Ac	Day 56	subject 10	Firmicutes	0.00508484183818616
Ac	Day 56	subject 10	Fungi	0.00417682486263316
Ac	Day 56	subject 10	Gammaproteobacteria	0.0127069151666778
Ac	Day 56	subject 10	Malassezia globosa	0.00560777658524409
Ac	Day 56	subject 10	Malassezia restricta	0.00408953600918023
Ac	Day 56	subject 10	Micrococcus luteus	0.00456031034380897
Ac	Day 56	subject 10	Proteobacteria	0.00225992970586051
Ac	Day 56	subject 10	Staphylococcus aureus	0.000248560332698271
Ac	Day 56	subject 10	Staphylococcus epidermidis	0.00142083898958894
Ac	Day 56	subject 10	Staphylococcus hominis	0.000422871915050914
Ac	Day 56	subject 11	Actinobacteria	0.17816878970725
Ac	Day 56	subject 11	Alphaproteobacteria	0.00391493640352277
Ac	Day 56	subject 11	Bacteria	0.000899517833726265
Ac	Day 56	subject 11	Corynebacterium tuberculostearicum	0.00681151770026603
Ac	Day 56	subject 11	Cutibacterium acnes	0.0299448302593886
Ac	Day 56	subject 11	Eukaryotic virus	0.000165589545120988
Ac	Day 56	subject 11	Firmicutes	0.20492530037305
Ac	Day 56	subject 11	Fungi	0.00574321798566085
Ac	Day 56	subject 11	Gammaproteobacteria	0.0742197468004043
Ac	Day 56	subject 11	Malassezia globosa	0.0107520957684251
Ac	Day 56	subject 11	Malassezia restricta	0.00117457360177238
Ac	Day 56	subject 11	Micrococcus luteus	0.11497918082193
Ac	Day 56	subject 11	Proteobacteria	0.000636407580129172
Ac	Day 56	subject 11	Staphylococcus aureus	0.0106020559878024
Ac	Day 56	subject 11	Staphylococcus epidermidis	0.00344741368284536
Ac	Day 56	subject 11	Staphylococcus hominis	0.353614825948706
Ac	Day 56	subject 12	Actinobacteria	0.175323338171119
Ac	Day 56	subject 12	Alphaproteobacteria	0.0298388704291572
Ac	Day 56	subject 12	Bacteria	0.041041008060597
Ac	Day 56	subject 12	Corynebacterium tuberculostearicum	0.0164726335621535
Ac	Day 56	subject 12	Cutibacterium acnes	0.537339085960482
Ac	Day 56	subject 12	Eukaryotic virus	9.33511469286649e-06
Ac	Day 56	subject 12	Firmicutes	0.0887006124384363
Ac	Day 56	subject 12	Fungi	0.008608623120004
Ac	Day 56	subject 12	Gammaproteobacteria	0.0325301290826712
Ac	Day 56	subject 12	Malassezia globosa	0.00284336611056839
Ac	Day 56	subject 12	Malassezia restricta	0.0378500462088177
Ac	Day 56	subject 12	Micrococcus luteus	0.00855371068063419
Ac	Day 56	subject 12	Proteobacteria	0.00396083425174388
Ac	Day 56	subject 12	Staphylococcus aureus	0.000274013072455316
Ac	Day 56	subject 12	Staphylococcus epidermidis	0.0160124673202345
Ac	Day 56	subject 12	Staphylococcus hominis	0.000641926416232996
Ac	Day 56	subject 13	Actinobacteria	0.0909409784997624
Ac	Day 56	subject 13	Alphaproteobacteria	0.0152519531593816
Ac	Day 56	subject 13	Bacteria	0.00230499864062845
Ac	Day 56	subject 13	Corynebacterium tuberculostearicum	0.00188799430433102
Ac	Day 56	subject 13	Cutibacterium acnes	0.262986692502333
Ac	Day 56	subject 13	Eukaryotic virus	3.92490010086081e-05
Ac	Day 56	subject 13	Firmicutes	0.0162481736500984
Ac	Day 56	subject 13	Fungi	0.14497459572551
Ac	Day 56	subject 13	Gammaproteobacteria	0.137945895056517
Ac	Day 56	subject 13	Malassezia globosa	0.0328128168199573
Ac	Day 56	subject 13	Malassezia restricta	0.284638579942457
Ac	Day 56	subject 13	Micrococcus luteus	0.00479541947206834
Ac	Day 56	subject 13	Proteobacteria	0.00435194487927673
Ac	Day 56	subject 13	Staphylococcus aureus	5.50268386233642e-05
Ac	Day 56	subject 13	Staphylococcus epidermidis	0.000583519201041598
Ac	Day 56	subject 13	Staphylococcus hominis	0.000182162307006729
Ac	Day 56	subject 14	Actinobacteria	0.14781424914504
Ac	Day 56	subject 14	Alphaproteobacteria	0.0115601161537519
Ac	Day 56	subject 14	Bacteria	0.0191635392860606
Ac	Day 56	subject 14	Corynebacterium tuberculostearicum	0.0339535641160293
Ac	Day 56	subject 14	Cutibacterium acnes	0.436500968862817
Ac	Day 56	subject 14	Eukaryotic virus	0.000642249005977856
Ac	Day 56	subject 14	Firmicutes	0.0780890621883674
Ac	Day 56	subject 14	Fungi	0.00617473930362642
Ac	Day 56	subject 14	Gammaproteobacteria	0.171909382507772
Ac	Day 56	subject 14	Malassezia globosa	0.0161532029195798
Ac	Day 56	subject 14	Malassezia restricta	0.0391358365796489
Ac	Day 56	subject 14	Micrococcus luteus	0.0110261894872438
Ac	Day 56	subject 14	Proteobacteria	0.0071463467742083
Ac	Day 56	subject 14	Staphylococcus aureus	0.00114214196447686
Ac	Day 56	subject 14	Staphylococcus epidermidis	0.0118726407412761
Ac	Day 56	subject 14	Staphylococcus hominis	0.00771577096412371
Vf	Day 0	subject 5	Actinobacteria	0.389935282310771
Vf	Day 0	subject 5	Alphaproteobacteria	0.0451435003086047
Vf	Day 0	subject 5	Bacteria	0.00245132462665287
Vf	Day 0	subject 5	Corynebacterium tuberculostearicum	0.0408532213500282
Vf	Day 0	subject 5	Cutibacterium acnes	0.180145860497784
Vf	Day 0	subject 5	Eukaryotic virus	3.60624463311876e-05
Vf	Day 0	subject 5	Firmicutes	0.0287267917131033
Vf	Day 0	subject 5	Fungi	0.0222363578818739
Vf	Day 0	subject 5	Gammaproteobacteria	0.0334023512484577
Vf	Day 0	subject 5	Malassezia globosa	0.00774443915349341
Vf	Day 0	subject 5	Malassezia restricta	0.221194948169739
Vf	Day 0	subject 5	Micrococcus luteus	0.0122474058945854
Vf	Day 0	subject 5	Proteobacteria	0.00540372139098731
Vf	Day 0	subject 5	Staphylococcus aureus	0.000432634140490765
Vf	Day 0	subject 5	Staphylococcus epidermidis	0.00494009428543876
Vf	Day 0	subject 5	Staphylococcus hominis	0.00510600458165892
Vf	Day 0	subject 6	Actinobacteria	0.193221930487868
Vf	Day 0	subject 6	Alphaproteobacteria	0.00304914961135151
Vf	Day 0	subject 6	Bacteria	0.00567404744307208
Vf	Day 0	subject 6	Corynebacterium tuberculostearicum	0.00599956322838247
Vf	Day 0	subject 6	Cutibacterium acnes	0.621801163633569
Vf	Day 0	subject 6	Eukaryotic virus	0.000302467901909915
Vf	Day 0	subject 6	Firmicutes	0.0746311805140104
Vf	Day 0	subject 6	Fungi	0.00199506462299282
Vf	Day 0	subject 6	Gammaproteobacteria	0.0211847038880499
Vf	Day 0	subject 6	Malassezia globosa	0.00697710648050995
Vf	Day 0	subject 6	Malassezia restricta	0.043959427188962
Vf	Day 0	subject 6	Micrococcus luteus	0.00598917745376373
Vf	Day 0	subject 6	Proteobacteria	0.00662896962445465
Vf	Day 0	subject 6	Staphylococcus aureus	0.000370188843259454
Vf	Day 0	subject 6	Staphylococcus epidermidis	0.0033123507489495
Vf	Day 0	subject 6	Staphylococcus hominis	0.00490350832889329
Vf	Day 0	subject 7	Actinobacteria	0.0977409020112475
Vf	Day 0	subject 7	Alphaproteobacteria	0.0096936073773483
Vf	Day 0	subject 7	Bacteria	0.0591347547697506
Vf	Day 0	subject 7	Corynebacterium tuberculostearicum	0.00511157388734783
Vf	Day 0	subject 7	Cutibacterium acnes	0.406701658403459
Vf	Day 0	subject 7	Eukaryotic virus	0.00173541088767982
Vf	Day 0	subject 7	Firmicutes	0.264942139251748
Vf	Day 0	subject 7	Fungi	0.00253932454790146
Vf	Day 0	subject 7	Gammaproteobacteria	0.0749359109786803
Vf	Day 0	subject 7	Malassezia globosa	0.0079888348373561
Vf	Day 0	subject 7	Malassezia restricta	0.0475973590658871
Vf	Day 0	subject 7	Micrococcus luteus	0.00485549217533183
Vf	Day 0	subject 7	Proteobacteria	0.00893587988304383
Vf	Day 0	subject 7	Staphylococcus aureus	0.000180629064725567
Vf	Day 0	subject 7	Staphylococcus epidermidis	0.00565986312432493
Vf	Day 0	subject 7	Staphylococcus hominis	0.00224665973416889
Vf	Day 0	subject 8	Actinobacteria	0.189988635233235
Vf	Day 0	subject 8	Alphaproteobacteria	0.00504417945859055
Vf	Day 0	subject 8	Bacteria	0.0400792064199858
Vf	Day 0	subject 8	Corynebacterium tuberculostearicum	0.0397200966894948
Vf	Day 0	subject 8	Cutibacterium acnes	0.424179389457127
Vf	Day 0	subject 8	Eukaryotic virus	9.2177898735665e-06
Vf	Day 0	subject 8	Firmicutes	0.128625680020044
Vf	Day 0	subject 8	Fungi	0.00440021441603445
Vf	Day 0	subject 8	Gammaproteobacteria	0.0552632107892182
Vf	Day 0	subject 8	Malassezia globosa	0.00106235028292854
Vf	Day 0	subject 8	Malassezia restricta	0.0400651236854568
Vf	Day 0	subject 8	Micrococcus luteus	0.0209487077362734
Vf	Day 0	subject 8	Proteobacteria	0.00189323162014307
Vf	Day 0	subject 8	Staphylococcus aureus	0.000452183803242179
Vf	Day 0	subject 8	Staphylococcus epidermidis	0.0391621643524253
Vf	Day 0	subject 8	Staphylococcus hominis	0.00910640824592757
Vf	Day 0	subject 9	Actinobacteria	0.132539084145599
Vf	Day 0	subject 9	Alphaproteobacteria	0.0040660229099861
Vf	Day 0	subject 9	Bacteria	0.00124251700989253
Vf	Day 0	subject 9	Corynebacterium tuberculostearicum	0.024757501158217
Vf	Day 0	subject 9	Cutibacterium acnes	0.37273402796072
Vf	Day 0	subject 9	Eukaryotic virus	0.0014985056729922
Vf	Day 0	subject 9	Firmicutes	0.0109835306087225
Vf	Day 0	subject 9	Fungi	0.0295785906997447
Vf	Day 0	subject 9	Gammaproteobacteria	0.0241405121590073
Vf	Day 0	subject 9	Malassezia globosa	0.0614254698727324
Vf	Day 0	subject 9	Malassezia restricta	0.11461206544153
Vf	Day 0	subject 9	Micrococcus luteus	0.214953262538266
Vf	Day 0	subject 9	Proteobacteria	0.00349227401142774
Vf	Day 0	subject 9	Staphylococcus aureus	0.000784498968959784
Vf	Day 0	subject 9	Staphylococcus epidermidis	0.00258332349227401
Vf	Day 0	subject 9	Staphylococcus hominis	0.000608813349926873
Vf	Day 0	subject 10	Actinobacteria	0.123928997477395
Vf	Day 0	subject 10	Alphaproteobacteria	0.00252727118022646
Vf	Day 0	subject 10	Bacteria	0.0215918588486302
Vf	Day 0	subject 10	Corynebacterium tuberculostearicum	0.00147044343366041
Vf	Day 0	subject 10	Cutibacterium acnes	0.708043635132787
Vf	Day 0	subject 10	Eukaryotic virus	4.6665929344983e-06
Vf	Day 0	subject 10	Firmicutes	0.0410288406332069
Vf	Day 0	subject 10	Fungi	0.00486912306785553
Vf	Day 0	subject 10	Gammaproteobacteria	0.0383435275055987
Vf	Day 0	subject 10	Malassezia globosa	0.0363032930746361
Vf	Day 0	subject 10	Malassezia restricta	0.007188575309399
Vf	Day 0	subject 10	Micrococcus luteus	0.00756563601850646
Vf	Day 0	subject 10	Proteobacteria	0.00319117180170775
Vf	Day 0	subject 10	Staphylococcus aureus	0.000332105863838462
Vf	Day 0	subject 10	Staphylococcus epidermidis	0.00286746580515139
Vf	Day 0	subject 10	Staphylococcus hominis	0.000743388254465579
Vf	Day 0	subject 11	Actinobacteria	0.246674270901665
Vf	Day 0	subject 11	Alphaproteobacteria	0.00451831956982663
Vf	Day 0	subject 11	Bacteria	0.00275204033311626
Vf	Day 0	subject 11	Corynebacterium tuberculostearicum	0.0204998052670697
Vf	Day 0	subject 11	Cutibacterium acnes	0.451813019106037
Vf	Day 0	subject 11	Eukaryotic virus	8.64598346475493e-05
Vf	Day 0	subject 11	Firmicutes	0.0719816792403591
Vf	Day 0	subject 11	Fungi	0.0279766970915388
Vf	Day 0	subject 11	Gammaproteobacteria	0.0776880283270974
Vf	Day 0	subject 11	Malassezia globosa	0.0180474989708107
Vf	Day 0	subject 11	Malassezia restricta	0.00488973991453961
Vf	Day 0	subject 11	Micrococcus luteus	0.0343058147808243
Vf	Day 0	subject 11	Proteobacteria	0.0149522963811403
Vf	Day 0	subject 11	Staphylococcus aureus	0.00124702447289246
Vf	Day 0	subject 11	Staphylococcus epidermidis	0.0026699431506757
Vf	Day 0	subject 11	Staphylococcus hominis	0.0198973626577594
Vf	Day 0	subject 12	Actinobacteria	0.200118216542901
Vf	Day 0	subject 12	Alphaproteobacteria	0.230110444633153
Vf	Day 0	subject 12	Bacteria	0.0084166290790377
Vf	Day 0	subject 12	Corynebacterium tuberculostearicum	0.0225320586777386
Vf	Day 0	subject 12	Cutibacterium acnes	0.313064331901944
Vf	Day 0	subject 12	Eukaryotic virus	1.11592960716038e-05
Vf	Day 0	subject 12	Firmicutes	0.0306434270126241
Vf	Day 0	subject 12	Fungi	0.00820676231743302
Vf	Day 0	subject 12	Gammaproteobacteria	0.0345912979809234
Vf	Day 0	subject 12	Malassezia globosa	0.00076495174684381
Vf	Day 0	subject 12	Malassezia restricta	0.0229244339267079
Vf	Day 0	subject 12	Micrococcus luteus	0.120441202568942
Vf	Day 0	subject 12	Proteobacteria	0.00516063446717781
Vf	Day 0	subject 12	Staphylococcus aureus	4.60770934569448e-05
Vf	Day 0	subject 12	Staphylococcus epidermidis	0.00262063469036373
Vf	Day 0	subject 12	Staphylococcus hominis	0.00034773806468288
Vf	Day 0	subject 13	Actinobacteria	0.129866290231728
Vf	Day 0	subject 13	Alphaproteobacteria	0.00315069575831851
Vf	Day 0	subject 13	Bacteria	0.00434835880992549
Vf	Day 0	subject 13	Corynebacterium tuberculostearicum	0.00104907031266226
Vf	Day 0	subject 13	Cutibacterium acnes	0.430081192131945
Vf	Day 0	subject 13	Eukaryotic virus	0.000259131239867014
Vf	Day 0	subject 13	Firmicutes	0.0510862115277578
Vf	Day 0	subject 13	Fungi	0.0941687665032379
Vf	Day 0	subject 13	Gammaproteobacteria	0.060680618865061
Vf	Day 0	subject 13	Malassezia globosa	0.00512519495827346
Vf	Day 0	subject 13	Malassezia restricta	0.203439071610409
Vf	Day 0	subject 13	Micrococcus luteus	0.00410233049450576
Vf	Day 0	subject 13	Proteobacteria	0.0103323528907491
Vf	Day 0	subject 13	Staphylococcus aureus	6.69085503691052e-05
Vf	Day 0	subject 13	Staphylococcus epidermidis	0.00200237776260874
Vf	Day 0	subject 13	Staphylococcus hominis	0.000241428352581855
Vf	Day 0	subject 14	Actinobacteria	0.113287157952237
Vf	Day 0	subject 14	Alphaproteobacteria	0.013313190283539
Vf	Day 0	subject 14	Bacteria	0.0119910892610232
Vf	Day 0	subject 14	Corynebacterium tuberculostearicum	0.018439425752377
Vf	Day 0	subject 14	Cutibacterium acnes	0.420509636230177
Vf	Day 0	subject 14	Eukaryotic virus	0.00125211245967122
Vf	Day 0	subject 14	Firmicutes	0.101878168689507
Vf	Day 0	subject 14	Fungi	0.0111550673426538
Vf	Day 0	subject 14	Gammaproteobacteria	0.21606963008484
Vf	Day 0	subject 14	Malassezia globosa	0.0081391577473925
Vf	Day 0	subject 14	Malassezia restricta	0.0392605964391185
Vf	Day 0	subject 14	Micrococcus luteus	0.0141944487120397
Vf	Day 0	subject 14	Proteobacteria	0.0078596302555436
Vf	Day 0	subject 14	Staphylococcus aureus	0.00212611597616975
Vf	Day 0	subject 14	Staphylococcus epidermidis	0.00690240863078472
Vf	Day 0	subject 14	Staphylococcus hominis	0.0136221641829262
Vf	Day 14	subject 5	Actinobacteria	0.392756887568459
Vf	Day 14	subject 5	Alphaproteobacteria	0.0826651391542774
Vf	Day 14	subject 5	Bacteria	0.00178104955284524
Vf	Day 14	subject 5	Corynebacterium tuberculostearicum	0.0338239590066701
Vf	Day 14	subject 5	Cutibacterium acnes	0.1592949987214
Vf	Day 14	subject 5	Eukaryotic virus	4.9945304342267e-05
Vf	Day 14	subject 5	Firmicutes	0.0168198026694323
Vf	Day 14	subject 5	Fungi	0.0195681262830394
Vf	Day 14	subject 5	Gammaproteobacteria	0.0420216482927142
Vf	Day 14	subject 5	Malassezia globosa	0.00351104390569617
Vf	Day 14	subject 5	Malassezia restricta	0.221625184686637
Vf	Day 14	subject 5	Micrococcus luteus	0.012817185979443
Vf	Day 14	subject 5	Proteobacteria	0.00290992442054568
Vf	Day 14	subject 5	Staphylococcus aureus	0.000318096093877638
Vf	Day 14	subject 5	Staphylococcus epidermidis	0.00341204121353327
Vf	Day 14	subject 5	Staphylococcus hominis	0.00662496714708871
Vf	Day 14	subject 6	Actinobacteria	0.129901865999681
Vf	Day 14	subject 6	Alphaproteobacteria	0.0191369530843602
Vf	Day 14	subject 6	Bacteria	0.00996927846333218
Vf	Day 14	subject 6	Corynebacterium tuberculostearicum	0.00568163000449588
Vf	Day 14	subject 6	Cutibacterium acnes	0.473240373465683
Vf	Day 14	subject 6	Eukaryotic virus	0.000359155011977453
Vf	Day 14	subject 6	Firmicutes	0.0988578632636779
Vf	Day 14	subject 6	Fungi	0.00593865092968792
Vf	Day 14	subject 6	Gammaproteobacteria	0.0472166874802053
Vf	Day 14	subject 6	Malassezia globosa	0.0132421305686132
Vf	Day 14	subject 6	Malassezia restricta	0.138087665157264
Vf	Day 14	subject 6	Micrococcus luteus	0.0410521516478988
Vf	Day 14	subject 6	Proteobacteria	0.00991850889786215
Vf	Day 14	subject 6	Staphylococcus aureus	0.000517611585456185
Vf	Day 14	subject 6	Staphylococcus epidermidis	0.00264537200704983
Vf	Day 14	subject 6	Staphylococcus hominis	0.00423410243275462
Vf	Day 14	subject 7	Actinobacteria	0.189602218326059
Vf	Day 14	subject 7	Alphaproteobacteria	0.0123755712308164
Vf	Day 14	subject 7	Bacteria	0.0202613976506773
Vf	Day 14	subject 7	Corynebacterium tuberculostearicum	0.00345680854503177
Vf	Day 14	subject 7	Cutibacterium acnes	0.360448777841493
Vf	Day 14	subject 7	Eukaryotic virus	0.00101934499926694
Vf	Day 14	subject 7	Firmicutes	0.148486901633641
Vf	Day 14	subject 7	Fungi	0.00321968431825194
Vf	Day 14	subject 7	Gammaproteobacteria	0.0848022745418514
Vf	Day 14	subject 7	Malassezia globosa	0.0156820083149634
Vf	Day 14	subject 7	Malassezia restricta	0.0611008405475488
Vf	Day 14	subject 7	Micrococcus luteus	0.0392645910199899
Vf	Day 14	subject 7	Proteobacteria	0.0178213315219356
Vf	Day 14	subject 7	Staphylococcus aureus	0.00084236935684102
Vf	Day 14	subject 7	Staphylococcus epidermidis	0.039044817346389
Vf	Day 14	subject 7	Staphylococcus hominis	0.00257106280524322
Vf	Day 14	subject 8	Actinobacteria	0.345120711636958
Vf	Day 14	subject 8	Alphaproteobacteria	0.0113604542458459
Vf	Day 14	subject 8	Bacteria	0.0337004761968719
Vf	Day 14	subject 8	Corynebacterium tuberculostearicum	0.0206973695514282
Vf	Day 14	subject 8	Cutibacterium acnes	0.285240431144304
Vf	Day 14	subject 8	Eukaryotic virus	1.87528968790871e-05
Vf	Day 14	subject 8	Firmicutes	0.111850386347688
Vf	Day 14	subject 8	Fungi	0.00929256723863846
Vf	Day 14	subject 8	Gammaproteobacteria	0.0551598722471571
Vf	Day 14	subject 8	Malassezia globosa	0.00171031487887783
Vf	Day 14	subject 8	Malassezia restricta	0.024352157102647
Vf	Day 14	subject 8	Micrococcus luteus	0.0616808120105715
Vf	Day 14	subject 8	Proteobacteria	0.00355924914414566
Vf	Day 14	subject 8	Staphylococcus aureus	0.00131777113204396
Vf	Day 14	subject 8	Staphylococcus epidermidis	0.022648177661904
Vf	Day 14	subject 8	Staphylococcus hominis	0.0122904965640385
Vf	Day 14	subject 9	Actinobacteria	0.0817693826314143
Vf	Day 14	subject 9	Alphaproteobacteria	0.0148327286856796
Vf	Day 14	subject 9	Bacteria	0.00830305734100688
Vf	Day 14	subject 9	Corynebacterium tuberculostearicum	0.0164321122198135
Vf	Day 14	subject 9	Cutibacterium acnes	0.578450907102309
Vf	Day 14	subject 9	Eukaryotic virus	0.00020213067977398
Vf	Day 14	subject 9	Firmicutes	0.0362605431755057
Vf	Day 14	subject 9	Fungi	0.0257039577056271
Vf	Day 14	subject 9	Gammaproteobacteria	0.0995267918001666
Vf	Day 14	subject 9	Malassezia globosa	0.0183225900986057
Vf	Day 14	subject 9	Malassezia restricta	0.0603402598523988
Vf	Day 14	subject 9	Micrococcus luteus	0.0356502262686153
Vf	Day 14	subject 9	Proteobacteria	0.0115449979525274
Vf	Day 14	subject 9	Staphylococcus aureus	0.00480142132537544
Vf	Day 14	subject 9	Staphylococcus epidermidis	0.0067337644582309
Vf	Day 14	subject 9	Staphylococcus hominis	0.00112512870294901
Vf	Day 14	subject 10	Actinobacteria	0.111338475412592
Vf	Day 14	subject 10	Alphaproteobacteria	0.00815334033913228
Vf	Day 14	subject 10	Bacteria	0.00689651387361947
Vf	Day 14	subject 10	Corynebacterium tuberculostearicum	0.000633323839493642
Vf	Day 14	subject 10	Cutibacterium acnes	0.643447488571285
Vf	Day 14	subject 10	Eukaryotic virus	6.49933244634296e-06
Vf	Day 14	subject 10	Firmicutes	0.0364023277431371
Vf	Day 14	subject 10	Fungi	0.0108660172726259
Vf	Day 14	subject 10	Gammaproteobacteria	0.0377839413916197
Vf	Day 14	subject 10	Malassezia globosa	0.112919113063543
Vf	Day 14	subject 10	Malassezia restricta	0.0111490993080666
Vf	Day 14	subject 10	Micrococcus luteus	0.00368786565966491
Vf	Day 14	subject 10	Proteobacteria	0.00486525583972242
Vf	Day 14	subject 10	Staphylococcus aureus	0.000696584008638046
Vf	Day 14	subject 10	Staphylococcus epidermidis	0.00871372722561696
Vf	Day 14	subject 10	Staphylococcus hominis	0.00244042711879682
Vf	Day 14	subject 11	Actinobacteria	0.175370615412875
Vf	Day 14	subject 11	Alphaproteobacteria	0.00486529617059014
Vf	Day 14	subject 11	Bacteria	0.0264684903288808
Vf	Day 14	subject 11	Corynebacterium tuberculostearicum	0.0212863288512004
Vf	Day 14	subject 11	Cutibacterium acnes	0.424173449534179
Vf	Day 14	subject 11	Eukaryotic virus	0.000499964706079641
Vf	Day 14	subject 11	Firmicutes	0.170574152136686
Vf	Day 14	subject 11	Fungi	0.0478098074979886
Vf	Day 14	subject 11	Gammaproteobacteria	0.0746002329788732
Vf	Day 14	subject 11	Malassezia globosa	0.0276480092473971
Vf	Day 14	subject 11	Malassezia restricta	0.00660113307133935
Vf	Day 14	subject 11	Micrococcus luteus	0.00594458815504834
Vf	Day 14	subject 11	Proteobacteria	0.00453146638244336
Vf	Day 14	subject 11	Staphylococcus aureus	0.000307895581474163
Vf	Day 14	subject 11	Staphylococcus epidermidis	0.00339991599656966
Vf	Day 14	subject 11	Staphylococcus hominis	0.00591865394837572
Vf	Day 14	subject 12	Actinobacteria	0.249310885041743
Vf	Day 14	subject 12	Alphaproteobacteria	0.143888336463742
Vf	Day 14	subject 12	Bacteria	0.0227542501324404
Vf	Day 14	subject 12	Corynebacterium tuberculostearicum	0.0135847009396893
Vf	Day 14	subject 12	Cutibacterium acnes	0.243386479465366
Vf	Day 14	subject 12	Eukaryotic virus	5.09930904362459e-05
Vf	Day 14	subject 12	Firmicutes	0.130511857310001
Vf	Day 14	subject 12	Fungi	0.00879559986288525
Vf	Day 14	subject 12	Gammaproteobacteria	0.0686997328528651
Vf	Day 14	subject 12	Malassezia globosa	0.00270263379312103
Vf	Day 14	subject 12	Malassezia restricta	0.0392915926558618
Vf	Day 14	subject 12	Micrococcus luteus	0.0300993798673613
Vf	Day 14	subject 12	Proteobacteria	0.0061312108875914
Vf	Day 14	subject 12	Staphylococcus aureus	0.000613333559969291
Vf	Day 14	subject 12	Staphylococcus epidermidis	0.0330272331432424
Vf	Day 14	subject 12	Staphylococcus hominis	0.00715178093368348
Vf	Day 14	subject 13	Actinobacteria	0.131782447543826
Vf	Day 14	subject 13	Alphaproteobacteria	0.0090212051977213
Vf	Day 14	subject 13	Bacteria	0.00645708918163623
Vf	Day 14	subject 13	Corynebacterium tuberculostearicum	0.000901643585846795
Vf	Day 14	subject 13	Cutibacterium acnes	0.337042289492693
Vf	Day 14	subject 13	Eukaryotic virus	0.000351977236897612
Vf	Day 14	subject 13	Firmicutes	0.0219756844776846
Vf	Day 14	subject 13	Fungi	0.0934698683876986
Vf	Day 14	subject 13	Gammaproteobacteria	0.0798569818238097
Vf	Day 14	subject 13	Malassezia globosa	0.00465702131393866
Vf	Day 14	subject 13	Malassezia restricta	0.299263041698572
Vf	Day 14	subject 13	Micrococcus luteus	0.0099964158415511
Vf	Day 14	subject 13	Proteobacteria	0.00443620090650831
Vf	Day 14	subject 13	Staphylococcus aureus	4.29240532801965e-05
Vf	Day 14	subject 13	Staphylococcus epidermidis	0.000546327811471835
Vf	Day 14	subject 13	Staphylococcus hominis	0.000198881446864911
Vf	Day 14	subject 14	Actinobacteria	0.094723845960385
Vf	Day 14	subject 14	Alphaproteobacteria	0.00699981455089562
Vf	Day 14	subject 14	Bacteria	0.0139025858718267
Vf	Day 14	subject 14	Corynebacterium tuberculostearicum	0.0116914228519024
Vf	Day 14	subject 14	Cutibacterium acnes	0.506351758845033
Vf	Day 14	subject 14	Eukaryotic virus	0.00427396675634274
Vf	Day 14	subject 14	Firmicutes	0.0846313500440759
Vf	Day 14	subject 14	Fungi	0.010463394125074
Vf	Day 14	subject 14	Gammaproteobacteria	0.126295920881823
Vf	Day 14	subject 14	Malassezia globosa	0.00958746465670323
Vf	Day 14	subject 14	Malassezia restricta	0.0702770812851369
Vf	Day 14	subject 14	Micrococcus luteus	0.0291937536677006
Vf	Day 14	subject 14	Proteobacteria	0.00469973757681531
Vf	Day 14	subject 14	Staphylococcus aureus	0.000772281201811813
Vf	Day 14	subject 14	Staphylococcus epidermidis	0.0133726587050572
Vf	Day 14	subject 14	Staphylococcus hominis	0.0127629630194163
Vf	Day 56	subject 5	Actinobacteria	0.409565441256789
